trip_id,driver_id,date,day_of_week,week_number,stop_id,stop_sequence,daily_stop_count,visit_hour,visit_duration_min,latitude,longitude,area,priority,traffic_category,traffic_multiplier,is_rush_hour,speed_kmh,route_efficiency_score
T01039,D11,2025-09-15,0,38,S037,3,8,11,14,17.251824,78.429503,Shamshabad,high,2,1.8,0,20.3,0.6804
T01040,D11,2025-09-15,0,38,S059,4,8,11,30,17.361455,78.514531,Dilsukhnagar,low,2,1.8,0,21.4,0.51
T01041,D11,2025-09-15,0,38,S022,5,8,11,15,17.420573,78.427002,Jubilee Hills,medium,1,1.3,0,27.3,0.52
T01042,D11,2025-09-15,0,38,S035,6,8,11,10,17.403107,78.394264,Manikonda,low,1,1.3,0,28.6,0.5053
T01043,D11,2025-09-15,0,38,S045,7,8,11,38,17.422425,78.358029,Gachibowli,high,1,1.3,0,24.1,0.5194
T01044,D11,2025-09-16,1,38,S014,0,5,17,29,17.407665,78.406546,Tolichowki,high,1,1.3,1,26.4,0.8875
T01045,D11,2025-09-16,1,38,S044,1,5,17,32,17.474853,78.341767,Kondapur,low,2,1.8,1,28.0,0.6034
T01046,D11,2025-09-16,1,38,S057,2,5,17,18,17.250451,78.446464,Shamshabad,high,1,1.3,1,26.8,0.7143
T01047,D11,2025-09-16,1,38,S021,3,5,17,45,17.425481,78.431837,Banjara Hills,medium,0,1.0,1,30.1,0.522
T01048,D11,2025-09-16,1,38,S020,4,5,17,17,17.351995,78.422665,Attapur,low,2,1.8,1,24.0,0.4134
T01049,D11,2025-09-17,2,38,S016,0,4,14,34,17.414185,78.345971,Nanakramguda,high,1,1.3,0,24.3,0.7961
T01050,D11,2025-09-17,2,38,S028,1,4,14,18,17.460676,78.461678,SR Nagar,high,0,1.0,0,31.8,0.7376
T01051,D11,2025-09-17,2,38,S045,2,4,14,33,17.422425,78.358029,Gachibowli,high,1,1.3,0,27.9,0.7533
T01052,D11,2025-09-17,2,38,S038,3,4,14,18,17.387861,78.540641,Uppal,high,1,1.3,0,25.5,0.4562
T01053,D11,2025-09-18,3,38,S010,0,4,14,18,17.444894,78.477283,Begumpet,low,2,1.8,0,27.7,0.6943
T01054,D11,2025-09-18,3,38,S047,1,4,14,37,17.493205,78.414579,Kukatpally,medium,1,1.3,0,29.2,0.6785
T01055,D11,2025-09-18,3,38,S057,2,4,14,37,17.250451,78.446464,Shamshabad,high,1,1.3,0,23.9,0.6249
T01056,D11,2025-09-18,3,38,S032,3,4,14,10,17.338778,78.541035,LB Nagar,high,0,1.0,0,28.9,0.6156
T01057,D11,2025-09-19,4,38,S046,0,5,16,12,17.435908,78.389445,Madhapur,high,1,1.3,0,30.9,0.8948
T01058,D11,2025-09-19,4,38,S033,1,5,16,40,17.403076,78.449441,Mehdipatnam,low,0,1.0,0,29.5,0.8123
T01059,D11,2025-09-19,4,38,S018,2,5,16,43,17.393739,78.577516,Uppal,medium,0,1.0,0,38.6,0.6958
T01060,D11,2025-09-19,4,38,S027,3,5,16,15,17.479162,78.396991,Kukatpally,high,1,1.3,0,26.1,0.6185
T01061,D11,2025-09-19,4,38,S060,4,5,16,25,17.350947,78.428631,Attapur,low,1,1.3,0,22.1,0.5259
T01062,D12,2025-09-15,0,38,S044,0,4,17,13,17.474853,78.341767,Kondapur,low,1,1.3,1,48.6,0.7846
T01063,D12,2025-09-15,0,38,S041,1,4,17,10,17.406739,78.434117,Banjara Hills,high,1,1.3,1,44.2,0.6977
T01064,D12,2025-09-15,0,38,S035,2,4,17,36,17.403107,78.394264,Manikonda,low,1,1.3,1,48.4,0.4744
T01065,D12,2025-09-15,0,38,S052,3,4,17,28,17.357064,78.56062,LB Nagar,low,2,1.8,1,42.2,0.4457
T01066,D12,2025-09-16,1,38,S047,0,6,15,13,17.493205,78.414579,Kukatpally,medium,1,1.3,0,48.5,0.7851
T01067,D12,2025-09-16,1,38,S051,1,6,15,11,17.419986,78.493917,Secunderabad,medium,0,1.0,0,52.7,0.7345
T01068,D12,2025-09-16,1,38,S037,2,6,15,27,17.251824,78.429503,Shamshabad,high,2,1.8,0,43.6,0.6282
T01069,D12,2025-09-16,1,38,S017,3,6,15,27,17.267172,78.441002,Shamshabad,medium,1,1.3,0,48.0,0.4762
T01070,D12,2025-09-16,1,38,S004,4,6,15,19,17.460514,78.340661,Kondapur,low,0,1.0,0,52.6,0.5652
T01071,D12,2025-09-16,1,38,S041,5,6,15,21,17.406739,78.434117,Banjara Hills,high,1,1.3,0,47.4,0.5175
T01072,D12,2025-09-17,2,38,S056,0,8,15,36,17.408604,78.340433,Nanakramguda,high,1,1.3,0,52.3,0.9079
T01073,D12,2025-09-17,2,38,S003,1,8,15,38,17.45072,78.355071,Hitech City,high,0,1.0,0,52.7,0.8656
T01074,D12,2025-09-17,2,38,S022,2,8,15,13,17.420573,78.427002,Jubilee Hills,medium,2,1.8,0,40.6,0.6396
T01075,D12,2025-09-17,2,38,S006,3,8,15,17,17.456226,78.38511,Madhapur,high,1,1.3,0,50.9,0.6991
T01076,D12,2025-09-17,2,38,S010,4,8,15,44,17.444894,78.477283,Begumpet,low,1,1.3,0,48.8,0.5006
T01077,D12,2025-09-17,2,38,S039,5,8,15,34,17.349088,78.532414,Dilsukhnagar,high,1,1.3,0,46.0,0.6779
T01078,D12,2025-09-17,2,38,S053,6,8,15,38,17.379992,78.428668,Mehdipatnam,low,0,1.0,0,53.3,0.4764
T01079,D12,2025-09-17,2,38,S060,7,8,15,43,17.350947,78.428631,Attapur,low,1,1.3,0,47.3,0.4874
T01080,D12,2025-09-18,3,38,S055,0,6,13,16,17.402114,78.404109,Manikonda,high,0,1.0,0,52.2,0.8511
T01081,D12,2025-09-18,3,38,S028,1,6,13,39,17.460676,78.461678,SR Nagar,high,1,1.3,0,48.4,0.834
T01082,D12,2025-09-18,3,38,S040,2,6,13,22,17.377617,78.447185,Attapur,low,1,1.3,0,42.8,0.6245
T01083,D12,2025-09-18,3,38,S042,3,6,13,21,17.42152,78.406019,Jubilee Hills,high,1,1.3,0,47.5,0.5555
T01084,D12,2025-09-18,3,38,S060,4,6,13,36,17.350947,78.428631,Attapur,low,0,1.0,0,53.4,0.4529
T01085,D12,2025-09-18,3,38,S018,5,6,13,38,17.393739,78.577516,Uppal,medium,0,1.0,0,50.1,0.417
T01086,D12,2025-09-19,4,38,S002,0,4,17,23,17.417382,78.3912,Jubilee Hills,low,1,1.3,1,51.6,0.7939
T01087,D12,2025-09-19,4,38,S040,1,4,17,17,17.377617,78.447185,Attapur,low,1,1.3,1,51.2,0.579
T01088,D12,2025-09-19,4,38,S006,2,4,17,21,17.456226,78.38511,Madhapur,high,1,1.3,1,49.8,0.683
T01089,D12,2025-09-19,4,38,S004,3,4,17,26,17.460514,78.340661,Kondapur,low,1,1.3,1,46.5,0.319
T01090,D01,2025-09-22,0,39,S060,0,7,13,14,17.350947,78.428631,Attapur,low,0,1.0,0,48.2,0.7555
T01091,D01,2025-09-22,0,39,S018,1,7,13,34,17.393739,78.577516,Uppal,medium,0,1.0,0,43.5,0.834
T01092,D01,2025-09-22,0,39,S050,2,7,13,38,17.441054,78.483686,Begumpet,high,0,1.0,0,44.9,0.6996
T01093,D01,2025-09-22,0,39,S028,3,7,13,22,17.460676,78.461678,SR Nagar,high,2,1.8,0,33.8,0.6381
T01094,D01,2025-09-22,0,39,S045,4,7,13,37,17.422425,78.358029,Gachibowli,high,0,1.0,0,42.8,0.6151
T01095,D01,2025-09-22,0,39,S043,5,7,13,38,17.430977,78.371042,Hitech City,medium,1,1.3,0,39.3,0.3827
T01096,D01,2025-09-22,0,39,S058,6,7,13,26,17.410075,78.556569,Uppal,low,1,1.3,0,38.2,0.4664
T01097,D01,2025-09-23,1,39,S058,0,4,8,34,17.410075,78.556569,Uppal,low,2,1.8,1,34.7,0.742
T01098,D01,2025-09-23,1,39,S032,1,4,8,42,17.338778,78.541035,LB Nagar,high,1,1.3,1,44.2,0.7454
T01099,D01,2025-09-23,1,39,S010,2,4,8,40,17.444894,78.477283,Begumpet,low,1,1.3,1,34.3,0.56
T01100,D01,2025-09-23,1,39,S042,3,4,8,44,17.42152,78.406019,Jubilee Hills,high,1,1.3,1,41.9,0.449
T01101,D01,2025-09-24,2,39,S045,0,7,13,29,17.422425,78.358029,Gachibowli,high,1,1.3,0,36.2,0.9456
T01102,D01,2025-09-24,2,39,S053,1,7,13,44,17.379992,78.428668,Mehdipatnam,low,0,1.0,0,46.5,0.8135
T01103,D01,2025-09-24,2,39,S050,2,7,13,39,17.441054,78.483686,Begumpet,high,1,1.3,0,39.8,0.6802
T01104,D01,2025-09-24,2,39,S031,3,7,13,34,17.443858,78.497844,Secunderabad,medium,1,1.3,0,37.1,0.6146
T01105,D01,2025-09-24,2,39,S008,4,7,13,34,17.454085,78.460389,SR Nagar,high,0,1.0,0,47.4,0.6433
T01106,D01,2025-09-24,2,39,S037,5,7,13,38,17.251824,78.429503,Shamshabad,high,0,1.0,0,41.4,0.6614
T01107,D01,2025-09-24,2,39,S035,6,7,13,22,17.403107,78.394264,Manikonda,low,0,1.0,0,53.9,0.4048
T01108,D01,2025-09-25,3,39,S005,0,7,15,11,17.436781,78.346868,Gachibowli,high,2,1.8,0,36.8,0.7185
T01109,D01,2025-09-25,3,39,S051,1,7,15,12,17.419986,78.493917,Secunderabad,medium,0,1.0,0,42.3,0.7736
T01110,D01,2025-09-25,3,39,S035,2,7,15,44,17.403107,78.394264,Manikonda,low,1,1.3,0,40.8,0.5694
T01111,D01,2025-09-25,3,39,S042,3,7,15,14,17.42152,78.406019,Jubilee Hills,high,1,1.3,0,41.2,0.7132
T01112,D01,2025-09-25,3,39,S020,4,7,15,12,17.351995,78.422665,Attapur,low,1,1.3,0,40.0,0.4738
T01113,D01,2025-09-25,3,39,S032,5,7,15,10,17.338778,78.541035,LB Nagar,high,1,1.3,0,40.1,0.5296
T01114,D01,2025-09-25,3,39,S058,6,7,15,39,17.410075,78.556569,Uppal,low,1,1.3,0,40.4,0.4332
T01115,D01,2025-09-26,4,39,S005,0,8,17,22,17.436781,78.346868,Gachibowli,high,0,1.0,1,39.1,0.9464
T01116,D01,2025-09-26,4,39,S053,1,8,17,30,17.379992,78.428668,Mehdipatnam,low,1,1.3,1,42.1,0.578
T01117,D01,2025-09-26,4,39,S059,2,8,17,44,17.361455,78.514531,Dilsukhnagar,low,1,1.3,1,43.3,0.6625
T01118,D01,2025-09-26,4,39,S007,3,8,17,21,17.478788,78.394797,Kukatpally,medium,1,1.3,1,43.9,0.5209
T01119,D01,2025-09-26,4,39,S008,4,8,17,19,17.454085,78.460389,SR Nagar,high,0,1.0,1,44.1,0.624
T01120,D01,2025-09-26,4,39,S032,5,8,17,25,17.338778,78.541035,LB Nagar,high,0,1.0,1,42.2,0.6851
T01121,D01,2025-09-26,4,39,S039,6,8,17,16,17.349088,78.532414,Dilsukhnagar,high,0,1.0,1,45.1,0.5252
T01122,D01,2025-09-26,4,39,S052,7,8,17,41,17.357064,78.56062,LB Nagar,low,0,1.0,1,39.9,0.3161
T01123,D02,2025-09-22,0,39,S012,0,4,17,36,17.340319,78.556827,LB Nagar,high,2,1.8,1,36.6,0.7563
T01124,D02,2025-09-22,0,39,S060,1,4,17,19,17.350947,78.428631,Attapur,low,0,1.0,1,43.0,0.678
T01125,D02,2025-09-22,0,39,S006,2,4,17,36,17.456226,78.38511,Madhapur,high,1,1.3,1,43.3,0.6422
T01126,D02,2025-09-22,0,39,S046,3,4,17,41,17.435908,78.389445,Madhapur,high,1,1.3,1,45.1,0.5263
T01127,D02,2025-09-23,1,39,S041,0,4,13,45,17.406739,78.434117,Banjara Hills,high,1,1.3,0,43.3,0.8599
T01128,D02,2025-09-23,1,39,S053,1,4,13,33,17.379992,78.428668,Mehdipatnam,low,0,1.0,0,49.5,0.7725
T01129,D02,2025-09-23,1,39,S051,2,4,13,42,17.419986,78.493917,Secunderabad,medium,2,1.8,0,39.4,0.543
T01130,D02,2025-09-23,1,39,S020,3,4,13,22,17.351995,78.422665,Attapur,low,0,1.0,0,53.1,0.4225
T01131,D02,2025-09-24,2,39,S044,0,5,10,12,17.474853,78.341767,Kondapur,low,0,1.0,0,50.7,0.7419
T01132,D02,2025-09-24,2,39,S055,1,5,10,39,17.402114,78.404109,Manikonda,high,0,1.0,0,49.0,0.7287
T01133,D02,2025-09-24,2,39,S059,2,5,10,44,17.361455,78.514531,Dilsukhnagar,low,1,1.3,0,45.6,0.5909
T01134,D02,2025-09-24,2,39,S031,3,5,10,25,17.443858,78.497844,Secunderabad,medium,0,1.0,0,52.7,0.6043
T01135,D02,2025-09-24,2,39,S032,4,5,10,30,17.338778,78.541035,LB Nagar,high,1,1.3,0,38.9,0.6135
T01136,D02,2025-09-25,3,39,S050,0,5,11,22,17.441054,78.483686,Begumpet,high,1,1.3,0,45.6,0.829
T01137,D02,2025-09-25,3,39,S008,1,5,11,40,17.454085,78.460389,SR Nagar,high,0,1.0,0,47.1,0.8072
T01138,D02,2025-09-25,3,39,S021,2,5,11,39,17.425481,78.431837,Banjara Hills,medium,0,1.0,0,47.5,0.5756
T01139,D02,2025-09-25,3,39,S015,3,5,11,39,17.40049,78.380798,Manikonda,low,1,1.3,0,42.4,0.609
T01140,D02,2025-09-25,3,39,S007,4,5,11,18,17.478788,78.394797,Kukatpally,medium,0,1.0,0,43.8,0.3864
T01141,D02,2025-09-26,4,39,S004,0,8,10,24,17.460514,78.340661,Kondapur,low,1,1.3,0,46.3,0.8118
T01142,D02,2025-09-26,4,39,S018,1,8,10,20,17.393739,78.577516,Uppal,medium,1,1.3,0,40.5,0.7195
T01143,D02,2025-09-26,4,39,S009,2,8,10,24,17.420552,78.440427,Ameerpet,low,1,1.3,0,48.3,0.6517
T01144,D02,2025-09-26,4,39,S008,3,8,10,40,17.454085,78.460389,SR Nagar,high,2,1.8,0,41.5,0.7285
T01145,D02,2025-09-26,4,39,S055,4,8,10,37,17.402114,78.404109,Manikonda,high,0,1.0,0,47.8,0.6655
T01146,D02,2025-09-26,4,39,S030,5,8,10,19,17.4523,78.470675,Begumpet,low,1,1.3,0,41.0,0.5866
T01147,D02,2025-09-26,4,39,S056,6,8,10,36,17.408604,78.340433,Nanakramguda,high,2,1.8,0,39.3,0.5052
T01148,D02,2025-09-26,4,39,S027,7,8,10,12,17.479162,78.396991,Kukatpally,high,1,1.3,0,43.1,0.489
T01149,D03,2025-09-22,0,39,S031,0,7,15,45,17.443858,78.497844,Secunderabad,medium,0,1.0,0,34.1,0.7813
T01150,D03,2025-09-22,0,39,S052,1,7,15,32,17.357064,78.56062,LB Nagar,low,0,1.0,0,29.4,0.702
T01151,D03,2025-09-22,0,39,S059,2,7,15,15,17.361455,78.514531,Dilsukhnagar,low,1,1.3,0,35.0,0.5719
T01152,D03,2025-09-22,0,39,S045,3,7,15,11,17.422425,78.358029,Gachibowli,high,1,1.3,0,31.0,0.7777
T01153,D03,2025-09-22,0,39,S053,4,7,15,18,17.379992,78.428668,Mehdipatnam,low,1,1.3,0,32.8,0.5832
T01154,D03,2025-09-22,0,39,S007,5,7,15,39,17.478788,78.394797,Kukatpally,medium,1,1.3,0,28.4,0.5089
T01155,D03,2025-09-22,0,39,S029,6,7,15,14,17.451067,78.449007,Ameerpet,high,0,1.0,0,30.6,0.5633
T01156,D03,2025-09-23,1,39,S028,0,6,17,15,17.460676,78.461678,SR Nagar,high,1,1.3,1,33.6,0.8279
T01157,D03,2025-09-23,1,39,S049,1,6,17,13,17.454455,78.462648,Ameerpet,medium,1,1.3,1,24.0,0.61
T01158,D03,2025-09-23,1,39,S018,2,6,17,34,17.393739,78.577516,Uppal,medium,0,1.0,1,33.4,0.5898
T01159,D03,2025-09-23,1,39,S045,3,6,17,33,17.422425,78.358029,Gachibowli,high,1,1.3,1,27.7,0.6448
T01160,D03,2025-09-23,1,39,S040,4,6,17,23,17.377617,78.447185,Attapur,low,1,1.3,1,33.8,0.3649
T01161,D03,2025-09-23,1,39,S035,5,6,17,44,17.403107,78.394264,Manikonda,low,1,1.3,1,33.2,0.4583
T01162,D03,2025-09-24,2,39,S056,0,8,13,42,17.408604,78.340433,Nanakramguda,high,2,1.8,0,29.4,0.8472
T01163,D03,2025-09-24,2,39,S045,1,8,13,14,17.422425,78.358029,Gachibowli,high,0,1.0,0,31.7,0.8503
T01164,D03,2025-09-24,2,39,S014,2,8,13,40,17.407665,78.406546,Tolichowki,high,2,1.8,0,29.6,0.7531
T01165,D03,2025-09-24,2,39,S049,3,8,13,44,17.454455,78.462648,Ameerpet,medium,1,1.3,0,33.3,0.5775
T01166,D03,2025-09-24,2,39,S048,4,8,13,14,17.425716,78.457286,SR Nagar,high,1,1.3,0,28.7,0.5915
T01167,D03,2025-09-24,2,39,S057,5,8,13,15,17.250451,78.446464,Shamshabad,high,2,1.8,0,32.8,0.5188
T01168,D03,2025-09-24,2,39,S015,6,8,13,16,17.40049,78.380798,Manikonda,low,2,1.8,0,30.3,0.3441
T01169,D03,2025-09-24,2,39,S021,7,8,13,19,17.425481,78.431837,Banjara Hills,medium,0,1.0,0,27.9,0.4541
T01170,D03,2025-09-25,3,39,S019,0,4,10,36,17.375018,78.519925,Dilsukhnagar,medium,1,1.3,0,30.7,0.7426
T01171,D03,2025-09-25,3,39,S027,1,4,10,28,17.479162,78.396991,Kukatpally,high,1,1.3,0,30.8,0.8142
T01172,D03,2025-09-25,3,39,S044,2,4,10,43,17.474853,78.341767,Kondapur,low,2,1.8,0,27.8,0.54
T01173,D03,2025-09-25,3,39,S035,3,4,10,31,17.403107,78.394264,Manikonda,low,1,1.3,0,27.7,0.4511
T01174,D03,2025-09-26,4,39,S054,0,8,12,26,17.385738,78.412244,Tolichowki,low,0,1.0,0,29.6,0.7454
T01175,D03,2025-09-26,4,39,S036,1,8,12,28,17.433918,78.34896,Nanakramguda,low,1,1.3,0,30.7,0.6745
T01176,D03,2025-09-26,4,39,S029,2,8,12,20,17.451067,78.449007,Ameerpet,high,1,1.3,0,29.7,0.7776
T01177,D03,2025-09-26,4,39,S030,3,8,12,44,17.4523,78.470675,Begumpet,low,0,1.0,0,32.2,0.7179
T01178,D03,2025-09-26,4,39,S020,4,8,12,19,17.351995,78.422665,Attapur,low,1,1.3,0,38.5,0.4861
T01179,D03,2025-09-26,4,39,S037,5,8,12,30,17.251824,78.429503,Shamshabad,high,0,1.0,0,31.1,0.6239
T01180,D03,2025-09-26,4,39,S009,6,8,12,12,17.420552,78.440427,Ameerpet,low,0,1.0,0,32.5,0.5331
T01181,D03,2025-09-26,4,39,S051,7,8,12,19,17.419986,78.493917,Secunderabad,medium,2,1.8,0,24.6,0.2936
T01182,D04,2025-09-22,0,39,S008,0,6,10,30,17.454085,78.460389,SR Nagar,high,2,1.8,0,35.5,0.7423
T01183,D04,2025-09-22,0,39,S059,1,6,10,44,17.361455,78.514531,Dilsukhnagar,low,2,1.8,0,35.5,0.6855
T01184,D04,2025-09-22,0,39,S002,2,6,10,28,17.417382,78.3912,Jubilee Hills,low,1,1.3,0,36.5,0.7144
T01185,D04,2025-09-22,0,39,S026,3,6,10,19,17.455511,78.376082,Madhapur,medium,1,1.3,0,38.4,0.6383
T01186,D04,2025-09-22,0,39,S032,4,6,10,17,17.338778,78.541035,LB Nagar,high,1,1.3,0,32.3,0.6335
T01187,D04,2025-09-22,0,39,S050,5,6,10,18,17.441054,78.483686,Begumpet,high,2,1.8,0,32.1,0.3827
T01188,D04,2025-09-23,1,39,S054,0,8,11,24,17.385738,78.412244,Tolichowki,low,1,1.3,0,35.6,0.8101
T01189,D04,2025-09-23,1,39,S015,1,8,11,22,17.40049,78.380798,Manikonda,low,1,1.3,0,40.6,0.6929
T01190,D04,2025-09-23,1,39,S029,2,8,11,15,17.451067,78.449007,Ameerpet,high,1,1.3,0,37.4,0.849
T01191,D04,2025-09-23,1,39,S023,3,8,11,41,17.457331,78.388244,Hitech City,low,1,1.3,0,35.2,0.6925
T01192,D04,2025-09-23,1,39,S006,4,8,11,33,17.456226,78.38511,Madhapur,high,2,1.8,0,36.5,0.5906
T01193,D04,2025-09-23,1,39,S021,5,8,11,37,17.425481,78.431837,Banjara Hills,medium,1,1.3,0,34.9,0.4608
T01194,D04,2025-09-23,1,39,S004,6,8,11,38,17.460514,78.340661,Kondapur,low,1,1.3,0,39.0,0.5287
T01195,D04,2025-09-23,1,39,S039,7,8,11,38,17.349088,78.532414,Dilsukhnagar,high,0,1.0,0,40.8,0.5385
T01196,D04,2025-09-24,2,39,S052,0,5,10,15,17.357064,78.56062,LB Nagar,low,2,1.8,0,29.7,0.6398
T01197,D04,2025-09-24,2,39,S047,1,5,10,43,17.493205,78.414579,Kukatpally,medium,1,1.3,0,38.0,0.7659
T01198,D04,2025-09-24,2,39,S058,2,5,10,15,17.410075,78.556569,Uppal,low,1,1.3,0,36.8,0.4952
T01199,D04,2025-09-24,2,39,S028,3,5,10,27,17.460676,78.461678,SR Nagar,high,1,1.3,0,33.6,0.6559
T01200,D04,2025-09-24,2,39,S027,4,5,10,18,17.479162,78.396991,Kukatpally,high,1,1.3,0,38.9,0.4737
T01201,D04,2025-09-25,3,39,S019,0,7,17,45,17.375018,78.519925,Dilsukhnagar,medium,1,1.3,1,36.8,0.7621
T01202,D04,2025-09-25,3,39,S036,1,7,17,29,17.433918,78.34896,Nanakramguda,low,0,1.0,1,38.9,0.7841
T01203,D04,2025-09-25,3,39,S032,2,7,17,40,17.338778,78.541035,LB Nagar,high,2,1.8,1,36.0,0.6044
T01204,D04,2025-09-25,3,39,S003,3,7,17,25,17.45072,78.355071,Hitech City,high,0,1.0,1,44.1,0.5843
T01205,D04,2025-09-25,3,39,S053,4,7,17,41,17.379992,78.428668,Mehdipatnam,low,1,1.3,1,38.0,0.5244
T01206,D04,2025-09-25,3,39,S056,5,7,17,37,17.408604,78.340433,Nanakramguda,high,1,1.3,1,36.9,0.5918
T01207,D04,2025-09-25,3,39,S020,6,7,17,40,17.351995,78.422665,Attapur,low,1,1.3,1,42.4,0.3356
T01208,D04,2025-09-26,4,39,S002,0,8,15,18,17.417382,78.3912,Jubilee Hills,low,2,1.8,0,31.9,0.6826
T01209,D04,2025-09-26,4,39,S055,1,8,15,33,17.402114,78.404109,Manikonda,high,0,1.0,0,35.2,0.8212
T01210,D04,2025-09-26,4,39,S017,2,8,15,43,17.267172,78.441002,Shamshabad,medium,0,1.0,0,44.2,0.7278
T01211,D04,2025-09-26,4,39,S011,3,8,15,22,17.450823,78.517709,Secunderabad,high,0,1.0,0,41.2,0.6689
T01212,D04,2025-09-26,4,39,S038,4,8,15,44,17.387861,78.540641,Uppal,high,1,1.3,0,35.0,0.6184
T01213,D04,2025-09-26,4,39,S004,5,8,15,29,17.460514,78.340661,Kondapur,low,1,1.3,0,36.3,0.4764
T01214,D04,2025-09-26,4,39,S010,6,8,15,32,17.444894,78.477283,Begumpet,low,1,1.3,0,41.5,0.5185
T01215,D04,2025-09-26,4,39,S021,7,8,15,43,17.425481,78.431837,Banjara Hills,medium,0,1.0,0,40.0,0.4324
T01216,D05,2025-09-22,0,39,S007,0,5,11,45,17.478788,78.394797,Kukatpally,medium,1,1.3,0,40.2,0.7765
T01217,D05,2025-09-22,0,39,S014,1,5,11,43,17.407665,78.406546,Tolichowki,high,2,1.8,0,33.9,0.7716
T01218,D05,2025-09-22,0,39,S010,2,5,11,36,17.444894,78.477283,Begumpet,low,2,1.8,0,27.3,0.5432
T01219,D05,2025-09-22,0,39,S033,3,5,11,18,17.403076,78.449441,Mehdipatnam,low,0,1.0,0,42.0,0.5223
T01220,D05,2025-09-22,0,39,S015,4,5,11,38,17.40049,78.380798,Manikonda,low,1,1.3,0,33.5,0.5118
T01221,D05,2025-09-23,1,39,S034,0,8,9,19,17.388436,78.418711,Tolichowki,high,0,1.0,1,38.0,0.792
T01222,D05,2025-09-23,1,39,S049,1,8,9,37,17.454455,78.462648,Ameerpet,medium,2,1.8,1,28.8,0.6493
T01223,D05,2025-09-23,1,39,S022,2,8,9,14,17.420573,78.427002,Jubilee Hills,medium,1,1.3,1,38.5,0.5901
T01224,D05,2025-09-23,1,39,S012,3,8,9,12,17.340319,78.556827,LB Nagar,high,0,1.0,1,39.4,0.7586
T01225,D05,2025-09-23,1,39,S046,4,8,9,13,17.435908,78.389445,Madhapur,high,1,1.3,1,28.7,0.5125
T01226,D05,2025-09-23,1,39,S020,5,8,9,10,17.351995,78.422665,Attapur,low,1,1.3,1,36.4,0.5048
T01227,D05,2025-09-23,1,39,S002,6,8,9,23,17.417382,78.3912,Jubilee Hills,low,1,1.3,1,33.4,0.438
T01228,D05,2025-09-23,1,39,S048,7,8,9,19,17.425716,78.457286,SR Nagar,high,0,1.0,1,38.0,0.5692
T01229,D05,2025-09-24,2,39,S038,0,6,17,14,17.387861,78.540641,Uppal,high,0,1.0,1,42.2,0.7528
T01230,D05,2025-09-24,2,39,S023,1,6,17,22,17.457331,78.388244,Hitech City,low,0,1.0,1,41.3,0.7762
T01231,D05,2025-09-24,2,39,S059,2,6,17,44,17.361455,78.514531,Dilsukhnagar,low,0,1.0,1,43.8,0.7015
T01232,D05,2025-09-24,2,39,S011,3,6,17,40,17.450823,78.517709,Secunderabad,high,2,1.8,1,31.3,0.5344
T01233,D05,2025-09-24,2,39,S055,4,6,17,38,17.402114,78.404109,Manikonda,high,1,1.3,1,34.4,0.6041
T01234,D05,2025-09-24,2,39,S033,5,6,17,37,17.403076,78.449441,Mehdipatnam,low,2,1.8,1,29.9,0.2706
T01235,D05,2025-09-25,3,39,S027,0,5,9,41,17.479162,78.396991,Kukatpally,high,1,1.3,1,35.5,0.8153
T01236,D05,2025-09-25,3,39,S008,1,5,9,30,17.454085,78.460389,SR Nagar,high,0,1.0,1,34.3,0.7687
T01237,D05,2025-09-25,3,39,S049,2,5,9,39,17.454455,78.462648,Ameerpet,medium,1,1.3,1,33.0,0.6391
T01238,D05,2025-09-25,3,39,S021,3,5,9,45,17.425481,78.431837,Banjara Hills,medium,1,1.3,1,33.6,0.4453
T01239,D05,2025-09-25,3,39,S030,4,5,9,37,17.4523,78.470675,Begumpet,low,2,1.8,1,31.6,0.4093
T01240,D05,2025-09-26,4,39,S044,0,7,9,43,17.474853,78.341767,Kondapur,low,1,1.3,1,36.2,0.7356
T01241,D05,2025-09-26,4,39,S024,1,7,9,19,17.471983,78.356486,Kondapur,medium,0,1.0,1,35.4,0.7884
T01242,D05,2025-09-26,4,39,S012,2,7,9,20,17.340319,78.556827,LB Nagar,high,1,1.3,1,37.9,0.6025
T01243,D05,2025-09-26,4,39,S001,3,7,9,31,17.421177,78.4157,Banjara Hills,high,2,1.8,1,33.0,0.5705
T01244,D05,2025-09-26,4,39,S060,4,7,9,37,17.350947,78.428631,Attapur,low,0,1.0,1,44.5,0.5665
T01245,D05,2025-09-26,4,39,S032,5,7,9,27,17.338778,78.541035,LB Nagar,high,0,1.0,1,39.2,0.6529
T01246,D05,2025-09-26,4,39,S056,6,7,9,35,17.408604,78.340433,Nanakramguda,high,1,1.3,1,29.7,0.5585
T01247,D06,2025-09-22,0,39,S018,0,8,15,18,17.393739,78.577516,Uppal,medium,0,1.0,0,51.8,0.8661
T01248,D06,2025-09-22,0,39,S010,1,8,15,11,17.444894,78.477283,Begumpet,low,1,1.3,0,43.2,0.7983
T01249,D06,2025-09-22,0,39,S050,2,8,15,30,17.441054,78.483686,Begumpet,high,1,1.3,0,44.7,0.6731
T01250,D06,2025-09-22,0,39,S030,3,8,15,43,17.4523,78.470675,Begumpet,low,0,1.0,0,50.4,0.7035
T01251,D06,2025-09-22,0,39,S007,4,8,15,22,17.478788,78.394797,Kukatpally,medium,1,1.3,0,41.3,0.5548
